Steps,Calories_Out,State
985.2,1406.59,0
2926.29,2194.79,2
789.17,1904.88,0
1861.17,3000.0,2
2529.54,1551.86,2
2199.96,1000.0,2
1254.26,1000.0,1
2350.32,2218.0,2
1505.67,1574.9,1
50.0,2249.98,0
1015.87,2818.29,0
480.09,1433.76,0
1066.54,1722.08,1
2634.67,2932.68,2
50.0,2579.75,0
1182.22,1645.23,2
4000.0,2378.24,2
50.0,2949.73,0
2829.8,1026.26,2
2050.2,2398.24,2
3316.88,1625.63,2
2789.82,2286.88,2
1299.05,3000.0,2
2319.61,2300.56,2
855.98,2713.25,0
3152.76,2455.23,2
77.83,1080.86,0
1634.6,3000.0,2
2076.4,1933.61,2
2900.1,2179.84,2
2199.02,1000.0,2
2133.48,1762.87,2
1299.99,2222.3,2
937.99,3000.0,1
1570.89,1849.44,2
516.66,2967.7,0
3312.87,1000.0,2
245.46,2880.56,0
231.88,2272.5,0
545.13,1355.07,0
1753.57,3000.0,2
1103.2,1091.89,2
2784.42,2171.48,2
3204.22,3000.0,2
1486.47,3000.0,2
205.68,1682.95,0
1412.41,3000.0,2
3086.4,1120.58,2
2683.14,1000.0,2
2469.31,2104.02,2
1243.57,3000.0,2
1468.66,3000.0,2
1587.07,2516.71,2
2204.5,2059.27,2
776.19,2333.16,0
790.29,1039.71,0
50.0,2075.63,0
1597.39,1956.53,2
2501.68,2989.75,2
336.09,2390.74,0
3473.01,2899.59,2
1839.2,1000.0,2
2583.04,1872.85,2
2942.54,3000.0,2
1688.27,2895.87,2
1941.31,1742.62,2
271.39,2459.04,0
1627.64,2157.21,2
1319.23,1803.13,2
1563.58,1000.0,2
503.38,2582.57,0
2248.37,1000.0,2
1237.75,2739.44,2
2707.53,2164.09,2
591.17,2269.34,0
2693.15,1804.23,2
1003.34,1272.81,0
1458.62,1648.57,2
1591.69,1689.53,2
2933.42,1162.85,2
2678.05,1050.36,2
1632.35,1000.0,2
3240.3,3000.0,2
909.14,2820.14,1
979.54,1000.0,2
2341.36,1000.0,2
2302.51,1457.33,2
1628.58,1118.27,2
974.26,1000.0,2
1165.87,1000.0,2
50.0,2166.75,0
2900.53,2387.2,2
2473.95,2743.87,2
1867.07,2208.86,2
910.35,2750.73,0
2334.72,2256.39,2
1994.69,2550.09,2
2121.19,1762.95,2
1496.31,2064.23,2
1218.52,1595.56,1
839.19,2608.06,1
2141.2,1605.77,2
1184.24,1000.0,2
878.08,1453.99,1
1354.96,2025.57,2
1520.92,2545.65,2
1585.86,1908.47,2
2139.1,2005.69,2
1255.04,2666.83,2
771.55,2342.17,0
3933.45,1179.58,2
1437.99,1000.0,1
986.4,1000.0,2
1840.63,3000.0,2
50.0,1231.56,0
2016.96,3000.0,2
1906.31,1610.39,2
465.25,2925.62,0
2421.66,2988.93,2
2622.27,1000.0,2
3163.17,2645.86,2
2131.02,2580.19,2
2931.43,1892.37,2
1691.84,1481.0,2
1112.83,1032.25,1
1822.24,1292.87,2
474.41,1102.6,0
2362.17,1000.0,2
2104.84,3000.0,2
1960.49,1917.83,2
1121.66,1000.0,1
1642.68,2414.7,2
2735.78,1914.1,2
830.02,2073.62,0
1112.11,2101.81,2
562.12,1000.0,0
2064.29,1887.33,2
1332.48,2088.73,2
50.0,1000.0,0
50.0,1548.33,0
1603.36,3000.0,2
1610.76,2466.87,2
2305.36,1230.18,2
2459.86,1641.7,2
505.51,1205.32,0
3191.98,2934.55,2
1769.09,3000.0,2
1110.96,2217.26,1
1784.95,1563.14,2
84.83,1388.46,0
530.46,3000.0,0
1713.71,3000.0,2
1639.16,1000.0,2
553.76,2938.67,0
2903.76,1110.89,2
254.96,2721.75,0
1426.28,1692.91,2
1156.95,1977.84,1
1234.12,2367.38,1
759.7,1000.0,0
511.71,1000.0,0
2802.12,2710.69,2
1901.12,1287.81,2
50.0,1698.92,0
144.66,3000.0,0
217.59,2491.26,0
3272.53,1000.0,2
955.14,1207.56,0
895.71,2734.56,0
1295.12,1636.43,2
2267.46,2949.36,2
50.0,2553.24,0
1284.99,1000.0,1
1942.29,1828.79,2
2183.73,2406.49,2
251.31,1000.0,0
1816.45,1805.64,2
1791.74,2527.15,2
2476.8,1052.4,2
1300.16,1434.48,1
3599.74,1000.0,2
1174.42,1032.01,2
1382.4,1666.54,2
1713.37,1000.0,2
3173.8,2056.47,2
2285.5,3000.0,2
2223.75,2575.64,2
2764.22,3000.0,2
932.23,3000.0,1
470.69,1383.55,0
1999.39,3000.0,2
1636.32,1047.18,2
1633.69,1943.85,2
1715.17,1371.98,2
2555.29,2485.7,2
1609.0,2727.16,2
1641.67,2136.58,2
685.32,3000.0,0
50.0,1000.0,0
1459.11,2176.46,2
923.16,1753.53,1
3536.64,1000.0,2
1245.43,1511.98,2
1581.27,1473.29,2
850.8,3000.0,0
1128.53,1000.0,2
1496.86,1274.4,2
1819.33,2479.94,2
249.16,2151.95,0
1645.82,3000.0,2
50.0,2239.49,0
3852.0,1958.45,2
2410.8,2603.46,2
1133.79,1000.0,1
1796.02,1914.95,2
1058.71,1607.12,1
2274.99,1370.37,2
2532.11,2427.18,2
50.0,1724.91,0
1873.45,2355.09,2
74.79,2532.97,0
365.18,1000.0,0
1043.28,3000.0,1
225.69,1778.94,0
286.41,1000.0,0
50.0,1290.37,0
2942.17,2643.02,2
3542.2,1203.52,2
2049.48,2732.72,2
2034.46,1813.37,2
884.28,3000.0,1
1317.07,1952.94,2
50.0,3000.0,0
2648.0,1112.38,2
1892.99,1849.51,2
789.74,1265.03,0
2264.37,1996.62,2
1383.76,2928.63,2
2321.24,1614.39,2
2448.16,2622.01,2
1076.88,2488.3,1
1911.2,1854.06,2
1675.4,1363.31,2
999.02,2455.42,1
2222.04,2361.1,2
742.93,3000.0,0
1900.16,3000.0,2
1265.33,1571.67,2
2816.36,3000.0,2
1196.11,2000.45,2
2132.98,2182.15,2
390.88,1019.13,0
2179.61,1000.0,2
1854.66,1751.44,2
1563.12,3000.0,2
2807.13,3000.0,2
1876.32,1476.95,2
681.85,1512.51,0
1407.83,1680.09,2
3697.18,3000.0,2
2754.69,1000.0,2
50.0,2485.4,0
1683.42,1000.0,2
1478.55,3000.0,2
1276.52,3000.0,1
50.0,2000.44,0
1297.23,1678.55,2
2975.8,3000.0,2
2052.56,3000.0,2
50.0,1000.0,0
979.15,1000.0,0
955.26,2014.64,1
1170.61,2274.35,2
1192.71,1492.33,2
1314.49,1940.7,2
2606.73,1527.79,2
2017.78,1804.86,2
1432.85,1624.12,2
1580.1,1947.2,2
969.64,2133.24,1
1538.61,2537.54,2
1576.65,1285.16,2
1363.92,1465.24,2
1961.25,1299.56,2
2733.14,1799.7,2
522.97,2057.35,0
2525.94,1347.16,2
1245.3,1758.7,2
2365.04,2182.0,2
2578.27,1262.73,2
2466.61,1578.56,2
1957.01,1668.97,2
2300.02,1000.0,2
2078.23,1403.17,2
2731.85,1766.41,2
1619.62,2488.71,2
1928.89,1455.07,2
3044.53,3000.0,2
50.0,1345.02,0
50.0,1232.32,0
2311.08,1470.96,2
50.0,1980.77,0
2365.55,3000.0,2
902.4,1707.19,0
682.14,1009.18,0
2332.57,1000.0,2
1988.05,1323.34,2
811.91,3000.0,0
740.78,1675.64,0
1127.53,2876.48,1
1148.78,2573.71,1
291.72,2504.47,0
1562.37,3000.0,2
3429.31,1921.41,2
2322.93,1659.06,2
3765.44,2407.25,2
1861.74,3000.0,2
1957.01,1000.0,2
312.08,2154.92,0
550.59,2163.49,0
50.0,1000.0,0
1938.74,1000.0,2
2255.46,1808.15,2
836.8,1000.0,0
881.38,2101.21,0
1710.81,2324.3,2
746.17,3000.0,0
584.68,1000.0,0
1388.19,2685.34,1
2913.9,2059.51,2
3794.53,1598.53,2
2741.86,1000.0,2
245.97,2716.36,0
2531.46,2884.01,2
1759.37,2734.21,2
3173.04,1189.96,2
50.0,1064.86,0
1249.08,1000.0,1
1650.13,2471.38,2
1476.12,1982.0,2
2045.22,2649.39,2
561.96,2649.44,0
3742.55,1000.0,2
3241.21,2067.61,2
50.0,1193.75,0
379.09,3000.0,0
1273.75,1000.0,2
3130.07,3000.0,2
1051.03,1891.72,1
754.43,2067.05,1
649.54,2692.59,0
2543.73,2641.25,2
4000.0,1000.0,2
1376.12,3000.0,1
2574.28,3000.0,2
1399.47,2308.6,2
1674.01,2809.07,2
1217.71,2925.23,2
50.0,2700.4,0
1730.95,2068.08,2
2014.46,2839.56,2
1504.21,3000.0,2
3473.58,1832.31,2
1649.62,2412.81,2
1977.17,2204.86,2
1295.52,3000.0,1
2026.32,1000.0,2
50.0,2861.64,0
2095.06,1538.9,2
1679.77,1187.37,2
747.42,1295.05,0
3180.3,1455.57,2
50.0,1340.34,0
4000.0,1872.72,2
1271.36,2134.24,2
3701.59,2023.25,2
1160.37,1000.0,1
1141.2,2417.75,1
3025.71,1828.55,2
1415.32,1781.97,2
3193.33,1000.0,2
2108.27,1965.4,2
949.2,2282.62,0
2293.91,1693.09,2
1736.5,2703.9,2
1492.81,3000.0,2
2298.0,2983.61,2
1481.79,2558.55,2
653.53,3000.0,0
2254.16,2596.87,2
2226.2,1000.0,2
1771.42,1645.15,2
2358.98,1000.0,2
1616.46,2024.53,2
1987.85,2402.59,2
2455.48,2224.43,2
2130.87,2170.05,2
2340.33,2267.94,2
2335.39,1325.24,2
1864.39,1158.74,2
537.35,2400.3,0
4000.0,1146.32,2
1765.61,2533.52,2
1402.24,2661.98,2
2866.37,2363.37,2
2054.38,1302.67,2
220.4,1000.0,0
1727.01,1000.0,2
1757.55,1195.69,2
765.39,1000.0,1
912.21,2525.69,0
1700.05,3000.0,2
2032.53,1694.41,2
2127.1,3000.0,2
481.13,1850.79,0
2456.09,1688.16,2
2604.45,3000.0,2
1949.48,1368.29,2
2147.29,1000.0,2
1060.74,2185.29,1
50.0,2685.82,0
622.42,3000.0,0
3025.74,3000.0,2
1743.27,1155.33,2
1653.05,1000.0,2
3090.14,3000.0,2
1246.34,3000.0,2
154.8,1000.0,0
2099.81,2262.08,2
1653.56,1965.33,2
2954.96,2323.52,2
50.0,2846.43,0
2648.14,1573.66,2
690.39,1431.36,1
1402.58,1413.76,2
2479.09,2874.56,2
2920.02,1422.59,2
753.04,3000.0,0
1914.49,2949.89,2
803.31,1511.13,1
1914.42,1000.0,2
50.0,1769.25,0
2171.23,2973.88,2
2197.52,1792.99,2
50.0,3000.0,0
209.22,2067.19,0
2009.77,2987.25,2
1029.67,1170.8,0
1060.61,3000.0,1
2005.48,2014.48,2
1224.7,3000.0,2
1172.16,1842.01,2
1404.48,2567.13,2
50.0,3000.0,0
50.0,3000.0,0
2126.86,3000.0,2
1676.91,2797.57,2
2161.77,2624.98,2
647.83,3000.0,0
2505.7,2532.34,2
879.74,2003.49,1
1305.4,1931.95,2
1900.52,1000.0,2
2180.64,2475.08,2
2712.76,1000.0,2
336.79,1720.68,0
3303.17,3000.0,2
409.22,2346.93,0
766.53,3000.0,1
1744.02,1406.7,2
1817.69,2347.87,2
1924.36,2245.48,2
50.0,2973.58,0
2498.91,1520.99,2
2593.7,2480.52,2
477.95,1815.94,0
3096.89,2547.37,2
1943.08,2546.89,2
2142.83,1560.49,2
1354.7,3000.0,2
2509.92,3000.0,2
245.2,1948.67,0
1463.17,2812.84,2
1053.6,2368.03,1
1139.29,3000.0,1
50.0,3000.0,0
2225.4,1118.91,2
1721.26,1896.03,2
426.88,2674.0,0
1168.95,2371.34,2
3212.0,2964.2,2
1768.48,1695.06,2
114.57,2953.46,0
1905.6,2228.43,2
1439.21,2433.21,2
1650.37,1711.37,2
832.25,2401.02,1
2003.38,1211.9,2
189.91,1483.96,0
2787.8,3000.0,2
50.0,2671.08,0
1734.19,2628.43,2
1315.07,1294.49,1
899.36,1603.46,0
763.29,1000.0,1
828.59,1583.34,1
1385.68,1190.25,2
1486.15,1635.04,2
237.91,2534.38,0
1925.51,3000.0,2
2846.3,1467.73,2
2901.78,1536.03,2
1010.52,1000.0,1
1635.26,2316.4,2
1153.61,3000.0,1
1367.85,2318.14,2
1782.41,2753.38,2
104.67,1973.2,0
1029.17,1991.11,0
358.66,2575.55,0
2437.84,2435.39,2
2415.44,2379.7,2
50.0,1397.98,0
1976.5,2279.47,2
865.89,2304.38,1
870.59,1000.0,0
869.62,2199.92,1
92.46,2200.24,0
2030.92,3000.0,2
222.7,2764.21,0
1452.71,2670.98,2
2229.31,3000.0,2
1990.28,2436.62,2
1603.39,2639.98,2
2631.04,1000.0,2
2473.49,1126.71,2
2204.68,1326.08,2
1564.08,3000.0,2
1697.36,2018.5,2
1646.47,1000.0,2
1104.77,1000.0,2
2409.35,1504.92,2
645.88,1199.72,1
50.0,2639.14,0
1584.96,2586.59,2
808.2,3000.0,0
400.89,2817.03,0
218.27,1664.28,0
1663.08,1000.0,2
2891.66,1950.97,2
1715.12,1000.0,2
1804.12,1000.0,2
2741.12,2611.18,2
1291.59,1936.68,1
2263.82,3000.0,2
2718.99,1719.04,2
2634.3,1693.99,2
1172.56,3000.0,1
4000.0,1947.27,2
1681.55,2440.32,2
2492.5,2092.5,2
1430.16,1447.85,1
2164.88,1000.0,2
673.37,2505.54,1
50.0,3000.0,0
1374.28,3000.0,2
727.59,1892.33,1
3043.28,1535.34,2
1398.38,1790.97,2
1392.23,2756.91,2
1033.15,1666.96,0
721.72,2641.55,0
50.0,3000.0,0
2603.44,3000.0,2
50.0,1359.65,0
815.55,2380.06,0
3354.25,3000.0,2
820.48,2506.15,0
987.1,3000.0,0
1448.21,1345.96,1
2165.66,1315.64,2
1209.42,3000.0,1
2025.67,2900.7,2
50.0,2578.95,0
50.0,1000.0,0
1599.36,1685.86,2
2018.68,1831.16,2
50.0,2128.13,0
1050.79,3000.0,1
1377.25,1000.0,2
2522.94,1258.75,2
50.0,2260.47,0
2178.85,1197.94,2
1830.72,2131.41,2
1969.36,3000.0,2
1534.69,3000.0,2
1970.26,1350.0,2
1889.84,1647.34,2
2328.8,1663.9,2
1283.45,2614.76,1
1938.21,2981.56,2
2605.6,1000.0,2
2472.76,2104.28,2
2232.17,3000.0,2
1749.03,1396.67,2
973.89,2936.08,1
1646.76,1115.48,2
1097.74,3000.0,2
1003.9,1000.0,1
805.57,1773.19,1
1903.92,1703.86,2
784.55,1993.86,0
50.0,2240.67,0
1355.92,3000.0,2
2344.95,2618.37,2
1103.93,1721.81,0
1532.24,1819.98,2
997.83,1661.53,1
1407.08,1950.26,1
3663.16,1000.0,2
3441.6,1554.73,2
831.98,2795.22,1
2401.58,2190.63,2
1526.25,3000.0,2
3890.85,1000.0,2
1715.81,1000.0,2
2546.47,2398.58,2
1889.07,1000.0,2
1531.1,2192.12,2
2440.83,1781.9,2
997.26,2082.34,1
50.0,1136.46,0
1725.77,1000.0,2
1608.21,1333.0,2
2021.82,1661.4,2
2016.24,2571.44,2
1016.94,1000.0,1
2782.73,3000.0,2
518.54,1439.06,0
703.89,1653.19,1
1663.84,2459.17,2
1918.04,2778.38,2
1216.9,3000.0,2
1375.67,2331.92,2
2061.34,1000.0,2
2199.26,1000.0,2
1174.63,1071.22,0
2852.38,1421.0,2
1246.99,3000.0,1
1544.6,1000.0,2
627.18,2472.34,0
1299.86,2825.51,1
2313.18,2275.47,2
2341.42,1776.7,2
975.1,3000.0,0
1623.53,1000.0,2
3464.99,2407.44,2
1007.35,3000.0,0
1143.68,2961.03,1
471.91,1000.0,0
895.15,2910.11,1
1738.43,1408.44,2
1685.66,1088.05,2
665.29,1439.4,0
2193.16,1160.12,2
943.16,2132.31,1
195.53,1000.0,0
50.0,2705.41,0
3779.07,2271.28,2
283.02,1000.0,0
2655.66,1480.54,2
50.0,1000.0,0
925.08,1311.48,1
1108.25,2124.69,0
4000.0,1000.0,2
2076.1,3000.0,2
2484.38,1404.23,2
50.0,3000.0,0
1071.51,1000.0,1
2591.03,2491.08,2
2657.16,1000.0,2
1715.4,2855.14,2
1632.95,1959.77,2
983.7,1000.0,0
901.65,2570.02,0
419.67,3000.0,0
2101.32,1010.98,2
603.3,3000.0,0
148.61,1000.0,0
2276.56,2096.41,2
1976.17,2933.56,2
3789.67,1308.85,2
893.49,2955.57,1
507.07,3000.0,0
1509.4,1201.53,2
2158.31,2431.34,2
2012.41,2071.71,2
913.85,1975.3,0
1289.44,1313.39,2
3354.48,3000.0,2
2150.77,1475.97,2
1711.5,1978.75,2
1271.19,1000.0,1
3186.94,2777.88,2
2079.07,3000.0,2
791.72,1000.0,1
1752.85,2728.52,2
50.0,2019.47,0
2021.86,1000.0,2
468.5,2120.95,0
1245.6,1000.0,1
952.59,1652.7,2
3754.26,1285.02,2
50.0,1717.07,0
1670.67,1000.0,2
2092.81,1000.0,2
168.39,1420.04,0
1824.48,1109.74,2
2575.62,1000.0,2
502.99,2175.12,0
1643.5,3000.0,2
1791.36,1000.0,2
1207.72,1416.69,1
2224.1,1980.38,2
50.0,2394.45,0
1720.49,3000.0,2
1732.07,1000.0,2
1031.39,1383.66,1
2074.36,2338.36,2
707.33,2849.89,0
1569.68,2540.8,2
3940.85,1928.35,2
1177.31,1861.9,1
2194.65,1349.81,2
1840.67,1480.21,2
1022.2,3000.0,1
1868.58,1547.19,2
1544.72,2632.67,2
686.95,2340.09,0
1445.18,1254.4,2
1841.95,1000.0,2
1001.48,1068.69,1
331.29,2333.49,0
2119.77,3000.0,2
800.63,1384.34,0
1689.32,1625.11,2
50.0,1044.26,0
927.23,1081.09,0
1610.1,1539.13,2
1033.01,3000.0,2
655.44,2145.28,0
697.57,1509.88,1
1065.48,2734.03,2
2761.56,2141.39,2
909.07,3000.0,0
2135.89,2120.27,2
2645.8,2016.45,2
156.24,2918.55,0
2594.21,3000.0,2
2115.43,1270.56,2
50.0,3000.0,0
2401.13,1000.0,2
1493.75,2011.89,2
50.0,3000.0,0
1166.81,2263.84,1
1368.63,2582.24,2
1488.99,1392.81,2
1473.97,2339.03,2
1423.15,1299.7,1
762.82,2929.64,0
1121.7,2136.09,0
80.76,1692.12,0
2023.79,1674.78,2
1015.04,1896.38,1
882.5,1906.74,1
1610.07,1000.0,2
2087.63,1545.89,2
304.81,3000.0,0
976.64,2686.86,1
50.0,2948.1,0
1390.17,1323.62,2
2034.07,3000.0,2
3077.84,3000.0,2
1558.7,2236.38,2
2543.88,1163.95,2
998.3,1892.98,1
1355.87,2886.69,2
398.83,1000.0,0
1210.54,1992.02,2
1211.94,2687.66,2
2195.06,1000.0,2
1169.78,3000.0,2
2502.47,1538.75,2
50.0,1900.44,0
2691.51,1043.1,2
2891.63,2453.27,2
2088.53,2453.51,2
2453.3,2121.93,2
50.0,3000.0,0
1361.59,2018.72,2
1299.9,3000.0,2
2643.35,1346.16,2
1653.95,2595.61,2
1684.86,2795.76,2
2513.41,1439.55,2
375.87,1359.51,0
50.0,1989.36,0
188.97,1532.93,0
1735.07,3000.0,2
50.0,3000.0,0
2091.64,1915.95,2
485.67,3000.0,0
850.98,1000.0,1
3461.09,1966.18,2
240.13,1830.47,0
3114.84,1000.0,2
50.0,3000.0,0
50.0,2700.18,0
2149.55,2657.32,2
1629.17,1000.0,2
242.11,1626.75,0
2465.01,2355.81,2
716.12,1582.28,0
1400.76,1670.44,2
1252.88,3000.0,1
2772.11,2582.39,2
2676.5,3000.0,2
2500.64,2038.75,2
1683.36,3000.0,2
2569.24,3000.0,2
1279.19,1958.24,2
840.95,1752.93,2
435.17,1095.95,0
1327.03,2052.25,2
1263.8,2409.42,1
793.75,1218.55,0
1434.85,2585.52,2
50.0,1000.0,0
2622.06,2389.75,2
2060.89,2980.96,2
2662.67,1824.12,2
95.93,1624.74,0
2179.47,1897.39,2
85.35,1000.0,0
1762.78,1000.0,2
668.5,1713.52,0
1396.41,2487.31,1
1620.27,2143.84,2
1098.44,3000.0,1
50.0,1199.4,0
2340.39,1925.17,2
50.0,1571.63,0
1209.97,2395.61,2
1664.31,1675.31,2
140.43,1799.54,0
2242.61,3000.0,2
1745.62,1187.42,2
2653.64,3000.0,2
1722.78,1592.25,2
2532.33,1263.81,2
872.85,1128.89,0
1284.54,2537.82,2
3156.43,1000.0,2
1623.41,2816.07,2
422.25,1810.59,0
1902.76,2085.0,2
2110.74,3000.0,2
818.74,3000.0,0
1703.01,3000.0,2
3335.98,1933.47,2
3169.2,3000.0,2
1119.28,1236.57,1
1299.54,1000.0,2
1047.16,1214.96,2
1728.62,1251.64,2
554.86,3000.0,0
876.34,1000.0,1
835.33,1487.95,1
710.46,2381.09,0
2016.74,2389.46,2
873.41,1825.22,0
2122.94,2282.42,2
367.85,2122.23,0
3580.67,2187.82,2
1843.38,2897.62,2
3394.71,2931.11,2
333.11,1000.0,0
713.37,1000.0,0
779.9,3000.0,0
1051.05,3000.0,0
1735.99,1114.18,2
971.95,2004.89,1
50.0,2257.55,0
578.84,2258.35,0
2453.27,2398.31,2
1674.26,1779.3,2
1093.15,2202.9,1
1487.11,1998.23,2
50.0,2163.11,0
2364.15,2120.38,2
2182.9,2234.88,2
50.0,1967.07,0
1523.65,1676.46,1
310.3,1288.83,0
1249.87,1882.8,2
2130.36,1406.79,2
808.28,1990.61,0
1365.96,2450.44,2
2099.63,2499.44,2
1502.95,1000.0,2
631.43,1000.0,0
2943.72,3000.0,2
75.43,3000.0,0
2557.66,1158.21,2
1163.5,2514.05,1
1578.29,1000.0,2
962.35,2571.31,2
1675.88,1248.53,2
2698.44,1000.0,2
1264.73,1416.63,1
50.0,1284.46,0
2437.0,1488.72,2
633.47,1000.0,0
965.04,2123.71,1
1076.93,3000.0,1
50.0,2161.35,0
1978.91,1128.34,2
2481.39,1542.32,2
3231.08,1000.0,2
2731.51,1000.0,2
1681.81,3000.0,2
2885.52,3000.0,2
2027.68,2233.15,2
150.8,2330.78,0
1117.78,1543.41,0
584.0,1000.0,0
2662.09,2136.75,2
